text,ex1_score,ex2_score
"Kliknij poniższy link, aby wprowadzić teraz swoje dane rozliczeniowe i ponownie aktywować konto.",0,0
"Aby rozpocząć korzystanie z naszych usług, aktywuj swoje konto:",0,0
Czy chciałbyś do nas dołączyć?,0,3
"Jeśli możesz uciec w ciągu tygodnia na narty, byłoby to niesamowite.",0,3
"Po prostu wybierz typ urządzenia, dla którego chcesz wykonać prototyp, a następnie wyświetl go na tym urządzeniu w pełnej szerokości lub w ramce urządzenia na dowolnym komputerze.",0,1
"FYI. Zadzwoń do mnie w poniedziałek w celu omówienia, jeśli to możliwe.",0,4
"Zastanawiałem się, czy moglibyśmy umówić się na telekonferencję w celu omówienia formy tych umów.",0,4
"Porozmawiajmy najpierw przed południem, aby omówić.",0,5
"Wasyl Nurzyński-Pęczek, kiedy zaangażowało się BP Amoco?",0,3
"Stworzony przez KOKCard, proszę odnieść się do $LINK",0,1
"Opcji jest wiele, ale jaki produkt otrzymasz?",0,2
"Czekamy na Twoją opinię w dowolnym momencie, więc daj nam znać, jak nam idzie, pod adresem @bookvibe lub feedback@bookvibe.com.",0,2
Lepiej spotkamy się na dole lub gdziekolwiek jedziemy.,0,3
"Jeśli pasujesz do powyższego opisu i spełniasz wymagania, zastosuj do tej reklamy, podając swoją lokalizację.",0,1
"Roma Matwijczuk , jak dotąd dobry wynik w Kalifornii - jaki jest stan naszego planu w kwestiach ICAP w Nowej Anglii?",0,3
Moją radą byłoby zaprosić Onufrego Praszczoruka do wzięcia udziału w szkoleniu wrażliwości i zajęciach z zapobiegania molestowaniu seksualnemu.,0,3
"Za każdym razem, gdy chcesz iść na lunch, aby sprawdzić stan domu, z przyjemnością pójdę...",0,1
"Proszę powiadomić Wielisławę, że w poniedziałek 20 listopada będę na wakacjach.",0,4
Dla tych z Was w Houston – w piątek 4 sierpnia na Midtown Station odbędzie się impreza pożegnalna/happy hour – rozpocznie się o 17:30.,0,3
Tydzień po następnym najlepiej na lunch.,0,3
"Odwiedź $LINK, aby korzystać z naszych aplikacji.",0,0
"Jeśli uważasz, że jest coś do poprawy, zostaw nam 3 lub 4 gwiazdki i powiedz nam, co lub jeśli uważasz, że aplikacja jest śmieciem, zostaw nam 1 lub 2 gwiazdki i daj nam znać, dlaczego.",0,2
"Pozdrowienia dla wszystkich - Zostało półtora tygodnia do naszej drugiej sesji, chciałem się zameldować i poprosić, abyście zaczęli myśleć w swoich zespołach uczących się o tym, jak chcesz podzielić się zebranymi informacjami z większą grupą.",0,4
Sobota 25 marca pracuje dla mnie.,0,3
"Nina Czabanowski, pozwala spróbować uzyskać konsensus w jaki sposób może działać wschód biurko, a następnie omówić dalsze kroki w tym punkcie.",0,4
"Aby uzyskać więcej informacji na temat naszej Polityki prywatności, odwiedź",0,1
Kupuj i korzystaj od razu na telefonie lub tablecie z Androidem bez kłopotów z synchronizacją.,0,1
"Chciałbym wysłać Ci kartę podarunkową Amazon, jeśli zmiana spowodowała jakiekolwiek niedogodności - po prostu odpowiedz, przesyłając opinię lub zadzwoń do mnie pod numer (855) 962-3621.",0,2
"Aby zarejestrować się na to wydarzenie, odpowiedz na tego e-maila, podając swoje imię i nazwisko, stanowisko, firmę, adres i numer telefonu w treści wiadomości.",0,2
"Aby sprawdzić, czy informacje dotyczące pojazdu, kierowcy i płatności są aktualne, zaloguj się do swojej polisy pod adresem:",0,1
"Jeśli masz pytania dotyczące przetwarzania i odnawiania wiz, skorzystaj z narzędzia wizowego na RCLCrewTravel.",0,1
"Ważna aktualizacja: Wydaliśmy 2 nowe wersje aplikacji na Androida i Apple — zaktualizuj swoje aplikacje już dziś, aby uzyskać najnowsze i najlepsze funkcje oraz wydajność Gyft!",0,0
"Proszę też powiedzieć Ryszardzie Cierzon, że wciąż prowadzę rekonesans na temat mądrych typów, żeby dołączyć do waszej grupy.",0,3
Załączone CV zostało utworzone za pomocą aplikacji ResuM8 przez Career Marketing Specialists Inc. - odwiedź ResuM8.net,0,1
W ramach umowy możemy nadać wynagrodzenie z mocą wsteczną.,0,3
"Proszę opowiedzieć nam trochę o sobie, wskazując swoje zainteresowania podróżami.",0,4
## Proszę nie pisać poniżej tej linii ##,0,3
Byłbym wdzięczny za przesyłanie mi co tydzień Raportu Stanowiskowego PGE.,0,4
"Jeśli nie chcesz wyrazić zgody na arbitraż, możesz łatwo zrezygnować za pomocą formularza online w ciągu 30 dni od wejścia w życie niniejszych Warunków.",0,2
"Należy pamiętać, że zainstalowana aplikacja jest pełną wersją.",0,1
"Czy jest jakaś szansa na sfinalizowanie taryfy kalifornijskiej w poniedziałek rano (zadzwoń, powiedzmy, 7:30/8:00 PDT)?",0,3
Czy dasz radę dostać się dziś do gry?,0,2
"Sugerowałbym również rozpoczęcie rozmów z Reeding & Bates, co według Ludomira Chrósnego i Thompsona jest transakcją na żywo.",0,4
"Ostateczny termin zakończenia starania Houston o przeniesienie do USA Baseball upływa pod koniec września, więc chcielibyśmy się z tobą spotkać do 25 września, jeśli to w ogóle możliwe.",0,4
"Aby dowiedzieć się więcej, zaloguj się na www.outlook.mobilereflex.com",0,0
"Moją jedyną sugestią jest zamieszczenie oświadczenia w stylu - że po wszystkich dyskusjach z szefem jednostki biznesowej i AA (zmieniamy) ulepszamy program na podstawie sugestii, które wszyscy chcieliście zobaczyć.",0,3
"Dzień dobry, czy mogę otrzymać stawki i zdjęcia?",0,4
"Aby uzyskać dodatkową pomoc, nie wahaj się odwiedzić $LINK",0,1
Kupuj najnowsze modele podczas naszej największej wyprzedaży i zaoszczędź 1/2 na drugim produkcie o takiej samej lub mniejszej wartości do poniedziałku 11 listopada.*,0,0
WYPRÓBUJ TERAZ: $LINK,0,2
"Aby wziąć udział teraz, kliknij tutaj $LINK",0,0
"Skoro oboje jesteśmy bogatymi typami, chcesz iść dziś wieczorem na kolację?",0,2
"Aby zweryfikować swój profil i zaakceptować kandydaturę, odwiedź tutaj.",0,1
"Użyj następującego adresu URL, aby uzyskać dostęp do wysłanych notatek:",0,0
Rafał Czerniszew: Możesz porozmawiać o 9:30 czasu Houston na temat: jak powstrzymać kolejną próbę obniżki cen przez zarząd ISO?,0,4
"Mark, zwróć uwagę na informacje zwrotne od AA, konieczne jest, abyśmy się tym zajęli!",0,3
"Zapraszam Państwa i Gościa na doroczną Galę Fundacji Cukrzycy Dziecięcej, która odbędzie się 12 maja 2001 roku w Galerii Westin.",0,3
"P.S - Jeśli chcesz, aby cały Twój zespół lub dział był skonfigurowany z Celestyn - daj mi znać, a zapewnię Ci wcześniejszy dostęp do naszej edycji Teams.",0,3
"Rozważ wsparcie zespołu Smartr, sprawdzając naszą nową aplikację.",0,2
Czy chcesz dokładnie zbadać informacje o pamięci telefonu?,0,3
"Twoje archiwum danych Google jest gotowe – odwiedź $LINK, aby je pobrać.",0,0
"Zwykle mamy bardzo pełny program, ale jeśli zostawisz mi swoje informacje, spróbuję się zatrzymać i się przywitać.",0,3
"Nie musisz tego robić od razu, kiedy masz szansę, wejdź do Unify na luty i pokaż rzeczywistą głośność 0 dla 25-28 i 991014 dla 28-go.",0,2
Czy mogę prosić o reakcję na uwagi ks. Zofii Moryc do południa we wtorek 25 września?,0,4
"Poproszę o 4 bilety na otwarcie Houston. Jeśli są dostępne, proszę o przesłanie na 31 piętro, lokalizacja 3117d.",0,3
Poświęć chwilę na zapoznanie się z Polityką prywatności BlackBerry znalezioną,0,3
"Pobierz bezpłatny ebook Porady SEO: 5 rzeczy, które każdy właściciel WordPressa MUSI wiedzieć tutaj:",0,1
"Aby zakończyć proces rejestracji, kliknij ten link:",0,0
"Cześć Ewa Sieracki, Już za rok jubileuszowy próbujemy umówić się na spotkanie z Tobą i naszym CEO Alfredem w celu zaprezentowania Telekompresji i tego, jak możemy obniżyć o setki milionów Enron Corp. rachunki za telefon.",0,4
"W załączeniu przesyłam moje CV i daj mi znać, czy mogę dostarczyć dodatkowe materiały.",0,4
"Jeśli chcesz porozmawiać bezpośrednio z licencjonowanym agentem, zadzwoń pod ten numer, a my pomożemy:",0,2
"Potwierdź swój adres e-mail, przechodząc tutaj:",0,2
"Załączam dyskusję o osiągnięciach dotyczącą celów public affairs - daj mi znać, czy jest to wystarczające i zgodne z tym, co chcesz zaprezentować....",0,4
"Jeśli masz jakiekolwiek problemy, po prostu odpowiedz na tego e-maila, a my Ci pomożemy.",0,2
"Eliza Nitkiewicz-Janus i ja myśleliśmy, że może zechcemy się spotkać w przyszłym tygodniu, aby o tym porozmawiać.",0,4
Zobacz go tutaj — $LINK,0,0
"Aby rozpocząć proces administrowania online, będziesz potrzebować następującego adresu internetowego i języka rzymskiego).",0,1
"Daj nam znać, czy możemy lepiej obsługiwać funkcje spamu Twojego dostawcy poczty e-mail!",0,3
W środę przyjrzymy się wpływowi wygranej Adriany.,0,3
"Aby otrzymać pomoc finansową od rządu, musisz wypełnić wniosek i spełnić określone wymagania kwalifikacyjne.",0,2
Co byś zmienił w ustawie Senatu?,0,3
"Jeśli napotkasz jakiekolwiek problemy, których nie możesz rozwiązać, odwiedź naszą stronę pomocy pod adresem $LINK",0,1
"Czy jest coś oprócz informacji, które zawarliśmy w liście do Kazimiery Wójke (lub które są już publicznie dostępne), co FERC może wykorzystać w swoim dochodzeniu i które powinniśmy skierować do publicznego udostępnienia?",0,3
"Skontaktuj się z tymi chłopakami i spróbuj zaplanować na dzisiejsze popołudnie, około 5:45.",0,3
"Czy możesz dać mi to, czego chcę?... $LINK",0,3
"Stanisław Berhel, możemy to zrobić, ale zapytaj Sebastiana, kiedy wróci w przyszłym tygodniu.",0,4
Uruchom teraz i dodaj tempo do swojego napiętego harmonogramu!,0,2
Co chcesz z tym zrobić?,0,3
"Aby zwiększyć sprzedaż swoich utworów w iTunes, dodaj link do zakupu w iTunes do wszystkich utworów dodanych do Bander, które są dostępne do kupienia w iTunes.",0,0
"Aby zobaczyć tę wiadomość e-mail, przejrzyj wersję HTML.",0,1
"Proszę, daj mu znać, że się martwię i kocham was oboje.",0,3
"Jeśli powyższy link nie działa, przenieś wiadomość do swojej skrzynki odbiorczej.",0,1
"Aplikuj już dziś i przekonaj się, ile możemy Ci zaoszczędzić!",0,2
"Aby zapoznać się z naszymi Warunkami i Polityką Prywatności, odwiedź:",0,2
"Sprawdź najpopularniejsze, popularne i lubiane prezi w tym tygodniu:",0,2
"Pozdrowienia: przepraszam, że przeszkadzam, ale podróżuję i jeśli możesz zostawić numer telefonu na jutrzejsze spotkanie na mojej poczcie głosowej, będę na zawsze zadłużona.",0,3
"Jeśli masz jakieś pytania, komentarze lub sugestie, skontaktuj się ze mną w dowolnym momencie, odpowiadając na tego e-maila, a jeśli nie miałeś okazji zobaczyć nowej witryny, przejdź do $LINK",0,1
Może zjemy lunch czy coś.,0,3
Czy chciałbyś się z nimi spotkać na krótkie spotkanie kurtuazyjne (5-10 minut)?,0,3
"Jeśli masz chorobę przewlekłą, powinieneś porozmawiać z lekarzem o tym, jak zminimalizować ryzyko, zanim zajdziesz w ciążę.",0,3
"Jestem pewien, że to żart, ale nie rozumiem.. Proszę wyjaśnij - I mam się dobrze - jestem ostatnio zmęczony (ta sprawa z wiekiem, wiesz).",0,3
Chętnie przyłączę się do ciebie.,0,3
Skontaktuj się z nami bezpośrednio 24/7 pod adresem helpme@moshimonsters.com.,0,1
"Proszę wyjaśnić, w jaki sposób utrata rynku Kupującego może być spowodowana zdarzeniem Siły Wyższej i dlaczego Kupujący nie powinien być zobowiązany do znalezienia nowego rynku w takim okresie.",0,3
"Daj mi znać, gdy zechcesz omówić wartość, jaką GA wniosło do naszej grupy rurociągów.",0,4
"Oto wybór książek, które naszym zdaniem Ci się spodobają, wraz z kilkoma czytelnikami, których chcielibyśmy poznać.",0,3
"Dołącz do mnie na Popset, aby tworzyć i udostępniać piękne zestawy zdjęć.",0,2
Czy masz już tablice?,0,3
"Znajdź zasoby już dziś, wróć jutro do szkoły!",0,1
Przegrupujmy się w poniedziałek.,0,4
"Jeśli nie można go kliknąć, skopiuj i wklej adres do przeglądarki:",0,0
"Aktualizacja wersji 1.1 na Twitterze.2) Modyfikacja błędu Tumblr.Możesz robić śmieszne zdjęcia w Magic Hour, spójrz osobno ze znajomymi Udostępniaj SNS na różnych zrobionych zdjęciach.Wszystko, to zespół MagicHour dążył do tego, aby twoje zdjęcie z życia było przyjemne Zawsze dziękuję.",0,2
"Zaloguj się i uzupełnij informacje o płatności, a Twoja pełna usługa zostanie aktywowana!",0,1
"Skopiuj je i wklej jak powyżej, kliknij przycisk Prześlij, aby się zarejestrować.",0,0
Czwartek jest świetny.,0,3
Czy potrafisz nazwać programy telewizyjne według ich zwariowanych sąsiadów?,0,3
"Środa, 19 kwietnia pracuje dla mnie.",0,3
A co powiesz na spotkanie w przyszłym tygodniu na film i/lub kolację?,0,3
"Daj mi znać, jeśli chcesz coś zjeść.",0,3
Czy często się widujecie?,0,3
"Prosimy o potwierdzenie swojego konta Tytus w lokalizacji Tytus, klikając ten link:",0,1
"Myślę, że tak – Artur Malik-Barełkowski, proszę zabierz mnie na ten koncert.",0,3
Oglądałeś naszego chłopca Ewalda Heinscha w sobotę wieczorem?,0,3
"Jeśli powyższy link aktywacyjny nie działa, odwiedź $LINK",0,0
"Aby dowiedzieć się więcej, napisz do nas na adres publics@davidco.com.",0,2
"Aby zakończyć rejestrację, odwiedź ten adres URL: $LINK",0,0
"Zabierz laptopa lub iPada w miejsce, w którym lubisz często przebywać.",0,1
"Proszę wypełnić kilka pustych pól, w tym imię i nazwisko, a środki zostaną wkrótce zdeponowane.",0,3
"Alternatywnie, ponieważ i tak będę w trakcie rozmowy, możesz zostawić mi wiadomość głosową lub zadzwonić pod numer 707.884.4608, a ja przekażę te kwestie, które Twoim zdaniem są najważniejsze do przekazania.",0,3
Pls zabierz mnie do Hou. w czw.,0,4
"Możliwe, że pojawicie się w następną środę wieczorem, a my możemy zrobić szybkie posprzątanie w czwartek.",0,3
"Kopie zapasowe są dostępne tylko dla Twoich oczu — Ty decydujesz, czy chcesz je udostępnić.",0,2
"Odwiedź ten wpis na blogu, aby uzyskać więcej informacji;",0,2
"Wstępny plan jest taki, że możemy iść razem na obiad 31.10.",0,3
"Jeśli jesteś zainteresowany dołączeniem do nas latem przyszłego stażu, będzie nam bardzo miło.",0,3
W tym tygodniu przygotowujemy nasz coroczny numer na koniec roku i chcieliśmy poprosić o udział.,0,3
Aplikuj o pracę w AVON już dziś.,0,1
"Aby zobaczyć, jak traktujemy Twoje dane, zapoznaj się z naszą polityką prywatności.",0,2
"Byłoby wspaniale, gdybyśmy mogli ugościć Cię na lunch w ramach wizyty.",0,3
"Bazyli Gierasimczyk i Wiera: Proszę o kontynuację z Angeliką Ogożeją, jeśli jesteście zainteresowani spotkaniem z Rafałem Sopotnickim.",0,4
"Czy oboje możecie przekazać mi zdjęcia z tellurku, abym mógł je wywołać?",0,4
"Jestem w Vegas w ten weekend, chcę przyjechać.",0,3
"A ja lubię dalej dyskutować o tym, co mówiłeś podczas rozmowy telefonicznej.",0,4
A dlaczego miałbyś eksplodować słoiki z farbą?,0,2
"Jeśli będziesz miał okazję, wyślij mi wiadomość z jego danymi.",0,4
Czy dotarłeś na ziemię?,0,3
"Czy zagłosowałbyś, aby pomóc nam wygrać prestiżową MobiPrize?",0,3
Bardzo chciałbym zobaczyć nas kiedyś razem grających w golfa na dużej konferencji CEO.,0,3
Romana Bartkowski-Kurek Powód: $LINK,0,2
"Jeśli tak, daj mi znać, jak ulepszyć moją aplikację, abyś chciał z niej ponownie korzystać, cenię moich użytkowników i zawsze cieszę się z otrzymywania informacji zwrotnych.",0,3
Proszę wziąć pod uwagę środowisko przed wydrukowaniem tego e-maila.,0,3
"Dołącz do mnie na Peel, aby otrzymywać spersonalizowane rekomendacje telewizyjne, zobaczyć moje winne przyjemności i sprawić, by Twój telewizor był społecznościowy: $LINK",0,1
"Jeśli masz jakiekolwiek pytania, skontaktuj się ze mną pod numerem (713) 853-5707.",0,3
Prosimy o wprowadzenie kilku drobnych zmian w produkcie Scal.,0,3
Środa pracuje w przyszłym tygodniu.,0,3
"Proszę, zaangażuj się tutaj i poinformuj o tym te osoby.",0,3
"Jeśli masz jakieś pytania lub uwagi, nie wahaj się do mnie zadzwonić.",0,3
"Skontaktuj się ze swoją instytucją finansową, aby dowiedzieć się, kiedy kredyt zostanie zaksięgowany na Twoim koncie.",0,3
"Prawie boję się zapytać, kiedy możesz mieć otwartą przerwę na lunch... jakieś pomysły?",0,3
"Ale na dzisiaj chciałbym, żebyście mieli otwarty umysł.",0,3
Zacznij kupować indeks N-M citygate w tym tygodniu.,0,1
"Aby wyświetlić przypomnienia ScanBizCards w Kalendarzu Google, wykonaj następujące czynności:",0,0
"Aby się zarejestrować, zadzwoń do biblioteki pod numer 908-709-7272 i poproś o styczeń lub wyślij e-mail na adres library@cranfordnj.org.",0,2
"Odwiedź witrynę internetową Ugody, aby uzyskać szczegółowe informacje na temat przesyłania prawidłowego formularza wykluczenia lub sprzeciwu.",0,2
Może w sobotę.,0,3
Cały tydzień 11-go nie wygląda dla mnie dobrze.,0,3
Ulepszony odtwarzacz audio z przyciskami +/- 15 s. Więcej informacji na temat dowolnej z tych funkcji można znaleźć na stronie www.stratospherix.com,0,1
"Porozmawiamy ponownie, kiedy skończę w przyszłym tygodniu.",0,4
"Jeśli nie zobaczysz naszego e-maila w ciągu 15 sekund, przejdź do http://www.enerfax.com",0,1
Z uprzejmości Aleksandra Raikowskiego proszę o omówienie z nią terminu.,0,4
"Jeśli nie chcesz już otrzymywać wiadomości e-mail z ogłoszeniami, kliknij poniżej:",0,1
"Obiecaj mi, że nikomu nie powiesz?",0,4
Zaloguj się do $LINK,0,0
"Pobierz go z Apple App Store, aby udostępnić mi dane już dziś!",0,0
"Jeśli chciałbyś porozmawiać, która nie obejmuje całego gangu na telekonferencji o sprawach Brattle Group, zadzwoń do mnie, a będziemy mogli przeprowadzić spokojniejszą, bardziej szczegółową dyskusję bez całego hałasu.",0,4
"Jeśli nie znasz swojego numeru klienta ani kodu PIN, przejdź na stronę capitalone360.com, wybierz opcję „Zaloguj się” i użyj narzędzia online, aby wyszukać swój numer klienta lub zresetować kod PIN.",0,0
